,merchant_id,Cluster_k22_GMM_AIC_BIC
30546,M_ID_43ea75e4cc,12
30547,M_ID_43ebbf3d30,13
30548,M_ID_43ec569bf2,10
30549,M_ID_43ec74958a,11
30550,M_ID_43ec8a928e,13
30551,M_ID_43ed70b183,11
30552,M_ID_43ed936e9d,6
30553,M_ID_43f05f4949,1
30554,M_ID_43f09cd766,11
30555,M_ID_43f0a7fbf2,11
30556,M_ID_43f1c8d4d1,8
30557,M_ID_43f295f45e,0
30558,M_ID_43f2e1ce77,1
30559,M_ID_43f57721db,13
30560,M_ID_43f5a55c5c,2
30561,M_ID_43f6225f5f,0
30562,M_ID_43f82805fa,17
30563,M_ID_43f9b70f7f,1
30564,M_ID_43f9c6a496,0
30565,M_ID_43fa31131c,13
30566,M_ID_43fbb0ecf2,10
30567,M_ID_43fc1f7071,0
30568,M_ID_43fc72ae18,11
30569,M_ID_43fca0d8d2,17
30570,M_ID_43fe2e6a55,19
30571,M_ID_4402ba064a,0
30572,M_ID_44035f71d9,1
30573,M_ID_4403bd1cce,1
30574,M_ID_4405114da0,15
30575,M_ID_440530bdb8,17
30576,M_ID_440548de18,9
30577,M_ID_440584d4d5,6
30578,M_ID_4406f51c0a,0
30579,M_ID_440753ac81,9
30580,M_ID_4407c37616,11
30581,M_ID_4407cdb750,15
30582,M_ID_4408fd7f1d,13
30583,M_ID_4409e48294,17
30584,M_ID_440a5fcad9,16
30585,M_ID_440b13d574,1
30586,M_ID_440c7659e8,2
30587,M_ID_440c76f567,0
30588,M_ID_440cbcbe83,2
30589,M_ID_440dadabd7,17
30590,M_ID_440e6cb329,17
30591,M_ID_440f8472c0,17
30592,M_ID_440fe62d20,13
30593,M_ID_4410de9324,9
30594,M_ID_4411067dcc,15
30595,M_ID_44116e5a54,8
30596,M_ID_4412f71899,2
30597,M_ID_4413ab3591,14
30598,M_ID_4414238067,13
30599,M_ID_4415a99147,11
30600,M_ID_441666c048,15
30601,M_ID_44172c7829,6
30602,M_ID_4418605604,1
30603,M_ID_441880e561,16
30604,M_ID_44189269a3,17
30605,M_ID_4418b09000,1
30606,M_ID_441996d60e,2
30607,M_ID_441a88866a,0
30608,M_ID_441ac82deb,17
30609,M_ID_441b5e86be,9
30610,M_ID_441bd2ece0,1
30611,M_ID_441bfec67e,1
30612,M_ID_441cb187fc,1
30613,M_ID_441d1dbbcd,6
30614,M_ID_441de8caa9,17
30615,M_ID_441df98557,15
30616,M_ID_441f595783,13
30617,M_ID_441fb1a430,2
30618,M_ID_441fec3b61,14
30619,M_ID_4420852b55,15
30620,M_ID_4422cbb61d,9
30621,M_ID_4424023aa0,16
30622,M_ID_44253b010f,13
30623,M_ID_44255d0dff,13
30624,M_ID_4425bbd280,13
30625,M_ID_4428de6c5e,1
30626,M_ID_4429dc21db,1
30627,M_ID_442a19702f,13
30628,M_ID_442b56fdc6,15
30629,M_ID_442b611b93,20
30630,M_ID_442b96b6f4,19
30631,M_ID_442bdb260e,1
30632,M_ID_442c31d7ec,12
30633,M_ID_442cce57b7,20
30634,M_ID_442da03a0a,17
30635,M_ID_442f238a24,2
30636,M_ID_442f84fab5,13
30637,M_ID_4430f3ca7c,8
30638,M_ID_44311153e1,1
30639,M_ID_44313a18d7,14
30640,M_ID_443140fce1,14
30641,M_ID_4432b99481,14
30642,M_ID_443370723d,1
30643,M_ID_4434803488,11
30644,M_ID_44354868f1,13
30645,M_ID_44360c3631,11
30646,M_ID_44371f561f,19
30647,M_ID_443783a0d3,6
30648,M_ID_4437c29086,2
30649,M_ID_4438fd9133,14
30650,M_ID_443928b4bc,9
30651,M_ID_4439eb3a61,8
30652,M_ID_443a1a9d4f,13
30653,M_ID_443a736313,9
30654,M_ID_443b101263,17
30655,M_ID_443b46ba0d,15
30656,M_ID_443c5c1de8,13
30657,M_ID_443c68e2c3,2
30658,M_ID_443cbb8838,8
30659,M_ID_443dee6f11,13
30660,M_ID_443e44b39d,8
30661,M_ID_443ed8f3cd,15
30662,M_ID_4440f99a30,0
30663,M_ID_44415dfff7,2
30664,M_ID_4441bbe8fc,0
30665,M_ID_44441e722e,15
30666,M_ID_444641db91,17
30667,M_ID_4446bb898d,14
30668,M_ID_4446dbd3a2,17
30669,M_ID_4446e4c17e,14
30670,M_ID_4447391350,2
30671,M_ID_44485d60c0,11
30672,M_ID_444ac21af5,14
30673,M_ID_444adbc796,6
30674,M_ID_444b9417b8,11
30675,M_ID_444c70c0fa,11
30676,M_ID_444c8f7e67,12
30677,M_ID_444c9f673f,8
30678,M_ID_444d3ab7ab,2
30679,M_ID_444ebabd9d,9
30680,M_ID_444ecf8205,17
30681,M_ID_444edccfce,11
30682,M_ID_444f65eda7,15
30683,M_ID_445115d03c,17
30684,M_ID_445445236f,14
30685,M_ID_4454781a74,1
30686,M_ID_44570b763a,17
30687,M_ID_445742726b,5
30688,M_ID_44576ca91e,11
30689,M_ID_4457b38a08,19
30690,M_ID_44583e0ee2,1
30691,M_ID_4459012e38,8
30692,M_ID_44591fc582,14
30693,M_ID_445986ff5d,13
30694,M_ID_445b0cda5d,1
30695,M_ID_445b55921a,14
30696,M_ID_445b8353c2,0
30697,M_ID_445beeb94c,9
30698,M_ID_445c8a7359,11
30699,M_ID_445d4f70fa,16
30700,M_ID_445ecd4279,17
30701,M_ID_445ffbf2d0,2
30702,M_ID_44605d90ac,13
30703,M_ID_4461139cda,13
30704,M_ID_4462e035c6,16
30705,M_ID_4463b854cf,13
30706,M_ID_446482dd6a,14
30707,M_ID_4464983659,13
30708,M_ID_44649b907c,1
30709,M_ID_446927fe99,17
30710,M_ID_446933a24d,13
30711,M_ID_4469642d93,8
30712,M_ID_44699131c2,0
30713,M_ID_446a1b9119,9
30714,M_ID_446a83996b,15
30715,M_ID_446a96bd8e,12
30716,M_ID_446b4bcceb,11
30717,M_ID_446c8a9fa3,0
30718,M_ID_446c8f6fac,2
30719,M_ID_446e54e784,1
30720,M_ID_4471a0c28d,11
30721,M_ID_447292f44b,2
30722,M_ID_4472d6b7ce,16
30723,M_ID_4473abd30d,1
30724,M_ID_44748b661b,1
30725,M_ID_44754ebf4e,19
30726,M_ID_4475b62c6b,11
30727,M_ID_4475da9dd3,0
30728,M_ID_44767f43a4,6
30729,M_ID_4477402c3f,17
30730,M_ID_4478410c8a,1
30731,M_ID_44792b9142,20
30732,M_ID_447981c231,10
30733,M_ID_4479b1b743,13
30734,M_ID_447af78823,17
30735,M_ID_447b0e4428,0
30736,M_ID_447d5885a7,9
30737,M_ID_447dacbc47,8
30738,M_ID_4480e986c8,8
30739,M_ID_448283de16,2
30740,M_ID_4485604a3b,0
30741,M_ID_448671489b,6
30742,M_ID_448708c992,1
30743,M_ID_44875303ab,2
30744,M_ID_4489d165c7,11
30745,M_ID_448a187d3c,17
30746,M_ID_448a4b0980,11
30747,M_ID_448b28a8f0,13
30748,M_ID_448b8d9459,2
30749,M_ID_448ba7f25e,16
30750,M_ID_448c2a9c81,15
30751,M_ID_448de19ed9,2
30752,M_ID_448de29357,13
30753,M_ID_448e8a0a05,8
30754,M_ID_448f1dd618,13
30755,M_ID_448f82d5b2,17
30756,M_ID_448fa80c89,10
30757,M_ID_44902a159d,11
30758,M_ID_44906b7b5f,17
30759,M_ID_4491a1e1ae,14
30760,M_ID_4491a785e5,2
30761,M_ID_4491ffe2fb,11
30762,M_ID_449435caee,2
30763,M_ID_4494475719,17
30764,M_ID_44954746df,15
30765,M_ID_44966de8c1,1
30766,M_ID_4496c48312,8
30767,M_ID_449859334d,1
30768,M_ID_449951e461,0
30769,M_ID_4499fc7fee,10
30770,M_ID_449a65d877,15
30771,M_ID_449bf3032d,1
30772,M_ID_449e0cf8ba,1
30773,M_ID_449fa7bf2a,13
30774,M_ID_44a073eb75,11
30775,M_ID_44a12343da,1
30776,M_ID_44a1b19590,8
30777,M_ID_44a1b34ae0,13
30778,M_ID_44a23d5c96,0
30779,M_ID_44a289f5b9,13
30780,M_ID_44a2ae0f9a,7
30781,M_ID_44a5eb72f8,11
30782,M_ID_44a65a4656,21
30783,M_ID_44a6a58599,13
30784,M_ID_44a70cfefe,8
30785,M_ID_44a74033a0,1
30786,M_ID_44a775c36f,17
30787,M_ID_44a78b1ec0,16
30788,M_ID_44a79b9987,10
30789,M_ID_44a7a08094,1
30790,M_ID_44a7e45b41,8
30791,M_ID_44a90715e7,2
30792,M_ID_44a986a5a7,13
30793,M_ID_44a9a15fe2,1
30794,M_ID_44a9abd405,17
30795,M_ID_44aa20e572,1
30796,M_ID_44aad875d0,16
30797,M_ID_44ab1b4f02,19
30798,M_ID_44ab3b199b,6
30799,M_ID_44ac847eb7,2
30800,M_ID_44ac94b6aa,16
30801,M_ID_44acb497ae,14
30802,M_ID_44ad7c6df7,2
30803,M_ID_44ad92f1f1,1
30804,M_ID_44aed3b1ed,1
30805,M_ID_44af7236d2,13
30806,M_ID_44afa1a105,17
30807,M_ID_44afc9064d,1
30808,M_ID_44b007b174,0
30809,M_ID_44b1832ead,1
30810,M_ID_44b22806fd,17
30811,M_ID_44b2ec9bd6,17
30812,M_ID_44b451910e,11
30813,M_ID_44b4541fea,12
30814,M_ID_44b6b54584,6
30815,M_ID_44b70d1cd9,11
30816,M_ID_44b78002d2,15
30817,M_ID_44b7bc0040,11
30818,M_ID_44b887eab7,11
30819,M_ID_44b970b1b4,2
30820,M_ID_44b9f7a45a,1
30821,M_ID_44b9ffa3cc,15
30822,M_ID_44ba1dff13,20
30823,M_ID_44ba9d599f,2
30824,M_ID_44be0ef2f2,15
30825,M_ID_44bedc482b,15
30826,M_ID_44bf1910d8,1
30827,M_ID_44bfdbedb0,13
30828,M_ID_44c1bbc2df,2
30829,M_ID_44c5f0baa4,17
30830,M_ID_44c61c5526,17
30831,M_ID_44c68a329c,8
30832,M_ID_44c693d7a4,12
30833,M_ID_44c96e2f71,12
30834,M_ID_44ca98e631,20
30835,M_ID_44cb874eb8,8
30836,M_ID_44cce6139c,13
30837,M_ID_44cfdbea45,8
30838,M_ID_44d0154c81,11
30839,M_ID_44d10ea992,13
30840,M_ID_44d1716d1c,2
30841,M_ID_44d3937427,11
30842,M_ID_44d3e5b506,13
30843,M_ID_44d3f6a731,12
30844,M_ID_44d5bb5b41,1
30845,M_ID_44d606fcca,0
30846,M_ID_44d832b38c,13
30847,M_ID_44d838d3ea,11
30848,M_ID_44d971d5ed,14
30849,M_ID_44d9ab22b8,11
30850,M_ID_44da7e4a07,11
30851,M_ID_44dacfe0e9,2
30852,M_ID_44de25b7ac,9
30853,M_ID_44ded63254,1
30854,M_ID_44dfbfd3a0,10
30855,M_ID_44e020bf46,0
30856,M_ID_44e058dcde,0
30857,M_ID_44e06a9031,10
30858,M_ID_44e1cd92d2,9
30859,M_ID_44e23d45f6,1
30860,M_ID_44e2e8cb71,8
30861,M_ID_44e4c7e232,14
30862,M_ID_44e6059fdc,0
30863,M_ID_44e7c8c4ed,1
30864,M_ID_44e828cd25,1
30865,M_ID_44e9c3b25c,15
30866,M_ID_44e9e5637e,17
30867,M_ID_44ea3128fd,19
30868,M_ID_44eb00fdd8,11
30869,M_ID_44ec5d4fc9,8
30870,M_ID_44f032c408,17
30871,M_ID_44f1c676c7,14
30872,M_ID_44f1d55458,15
30873,M_ID_44f1f3ac68,14
30874,M_ID_44f29a95f2,13
30875,M_ID_44f2cbd473,8
30876,M_ID_44f34ab63b,7
30877,M_ID_44f4c4e3a2,9
30878,M_ID_44f547e694,19
30879,M_ID_44f6e9c1bc,11
30880,M_ID_44f70a10c7,15
30881,M_ID_44f710cf63,8
30882,M_ID_44f8280ae2,15
30883,M_ID_44f854803a,9
30884,M_ID_44f8c1f16e,16
30885,M_ID_44f9223816,15
30886,M_ID_44f98693ec,17
30887,M_ID_44fb50513f,17
30888,M_ID_44fea2d390,17
30889,M_ID_44ff32c95e,15
30890,M_ID_44ff5727d3,2
30891,M_ID_4501307459,12
30892,M_ID_4503721e7f,13
30893,M_ID_4504d4eaeb,8
30894,M_ID_450509e2c2,1
30895,M_ID_4505e73f43,1
30896,M_ID_4505eeab53,8
30897,M_ID_4506096d05,15
30898,M_ID_450718dbe2,15
30899,M_ID_450799d1c2,2
30900,M_ID_4507a5f371,16
30901,M_ID_4508e0390f,13
30902,M_ID_4509a7d170,17
30903,M_ID_450b1e90a4,19
30904,M_ID_450b745dcf,9
30905,M_ID_450c0dd29e,13
30906,M_ID_450c20bf42,11
30907,M_ID_450cb2fda0,2
30908,M_ID_450daaadcc,1
30909,M_ID_450e981fd3,14
30910,M_ID_450e98b0e6,10
30911,M_ID_450fa3a651,12
30912,M_ID_4511930e8e,1
30913,M_ID_45122aeb92,17
30914,M_ID_45128cbfdb,13
30915,M_ID_45134abee5,7
30916,M_ID_4513e51bf8,0
30917,M_ID_4513f8600c,11
30918,M_ID_451439b157,14
30919,M_ID_4514a41545,8
30920,M_ID_4514bf7ef5,2
30921,M_ID_4514fda7fb,8
30922,M_ID_4517889a87,14
30923,M_ID_451835f321,20
30924,M_ID_4519a83e68,13
30925,M_ID_451a52701a,2
30926,M_ID_451ae2aef6,13
30927,M_ID_451b864b3b,1
30928,M_ID_451b918030,15
30929,M_ID_451b954c5e,0
30930,M_ID_451bd5bf25,17
30931,M_ID_451c787078,13
30932,M_ID_451d251fbd,14
30933,M_ID_451e5f4a4e,11
30934,M_ID_451e8c60d0,17
30935,M_ID_4522c7127a,13
30936,M_ID_4522dadb60,9
30937,M_ID_452353a89e,13
30938,M_ID_452383ac3e,2
30939,M_ID_4524a562f3,13
30940,M_ID_45264fbf54,8
30941,M_ID_452690688c,1
30942,M_ID_4526c45cef,0
30943,M_ID_4527a96bae,1
30944,M_ID_45286dbb00,11
30945,M_ID_4528baf092,2
30946,M_ID_4529be6d47,1
30947,M_ID_452a1ff2db,13
30948,M_ID_452b73e364,12
30949,M_ID_452be12dad,19
30950,M_ID_452cf7ef1f,15
30951,M_ID_452d00b0c2,15
30952,M_ID_452d1e842d,17
30953,M_ID_452db11767,1
30954,M_ID_452e1806fb,16
30955,M_ID_452f75a13b,0
30956,M_ID_453044b995,11
30957,M_ID_45305ee090,1
30958,M_ID_453409b0c7,1
30959,M_ID_4534bc0137,13
30960,M_ID_4535504dea,9
30961,M_ID_4536e5412d,2
30962,M_ID_453711c584,12
30963,M_ID_4538981745,0
30964,M_ID_4539411f7f,0
30965,M_ID_4539c61a31,21
30966,M_ID_453b053f58,14
30967,M_ID_453bec76d4,14
30968,M_ID_453c9daf6d,19
30969,M_ID_453d6159ae,1
30970,M_ID_453dabae2f,8
30971,M_ID_453f9a3128,12
30972,M_ID_45405af1d2,1
30973,M_ID_4541233731,1
30974,M_ID_454139b99e,1
30975,M_ID_4541fe2f95,19
30976,M_ID_454252f225,15
30977,M_ID_454265a0b2,10
30978,M_ID_4542936c88,19
30979,M_ID_4542e62cb4,0
30980,M_ID_454450a903,17
30981,M_ID_4544781167,15
30982,M_ID_45447f9164,10
30983,M_ID_4544e8bc54,2
30984,M_ID_4544f9e9bf,1
30985,M_ID_454765dea0,6
30986,M_ID_4547b894ee,8
30987,M_ID_4548d18689,15
30988,M_ID_4548d86d31,15
30989,M_ID_454933afd3,2
30990,M_ID_45495c4771,1
30991,M_ID_4549a0fc20,21
30992,M_ID_454a85686d,19
30993,M_ID_454aa2b2c5,2
30994,M_ID_454adf0aaf,14
30995,M_ID_454b287650,8
30996,M_ID_454c5ae6de,2
30997,M_ID_454cb27e41,15
30998,M_ID_454e43a611,2
30999,M_ID_454e5a1054,1
31000,M_ID_4551efebf2,1
31001,M_ID_455365c5cd,11
31002,M_ID_455531206c,9
31003,M_ID_4556e7b0c9,2
31004,M_ID_455751438f,9
31005,M_ID_4557519460,1
31006,M_ID_4558104abe,17
31007,M_ID_455884ebb5,13
31008,M_ID_4558aeb0cf,11
31009,M_ID_455a25ab99,11
31010,M_ID_455a9ff0ce,8
31011,M_ID_455aa7fe9a,11
31012,M_ID_455ad66437,17
31013,M_ID_455ba13200,1
31014,M_ID_455bb10b5d,15
31015,M_ID_455c74112b,7
31016,M_ID_455cacb6cf,2
31017,M_ID_455eb975ba,16
31018,M_ID_455f465573,1
31019,M_ID_455fe40c6f,8
31020,M_ID_4560833d7d,1
31021,M_ID_4561046563,0
31022,M_ID_4564be09b5,11
31023,M_ID_4568bbbfb4,6
31024,M_ID_4569c481fe,8
31025,M_ID_4569d90cc3,11
31026,M_ID_456a177f8d,17
31027,M_ID_456b3c402f,11
31028,M_ID_456b47fd57,1
31029,M_ID_456b5d7fe8,15
31030,M_ID_456d98e1a9,17
31031,M_ID_456f76e0d6,13
31032,M_ID_45716f0ade,11
31033,M_ID_4571811452,14
31034,M_ID_457227bf81,1
31035,M_ID_4572b1b6f0,15
31036,M_ID_4573d48b09,2
31037,M_ID_45741284b6,9
31038,M_ID_4574b77645,9
31039,M_ID_45750829cc,7
31040,M_ID_45761629af,17
31041,M_ID_45769d02fa,9
31042,M_ID_4577422255,8
31043,M_ID_4577504409,8
31044,M_ID_4577a695bd,2
31045,M_ID_45780b7cd6,19
31046,M_ID_4578ad728e,1
31047,M_ID_45796c4f09,14
31048,M_ID_457a4a7370,11
31049,M_ID_457bbb7480,1
31050,M_ID_457c15aef3,13
31051,M_ID_457d51880a,11
31052,M_ID_457f03aec9,13
31053,M_ID_457fb4f668,12
31054,M_ID_45805e459a,0
31055,M_ID_4580df8f53,6
31056,M_ID_45815af13c,17
31057,M_ID_4581fef2e4,20
31058,M_ID_458205f9c6,15
31059,M_ID_45821584e1,20
31060,M_ID_4582547a80,12
31061,M_ID_4582786af0,6
31062,M_ID_4582dc279c,14
31063,M_ID_458414af99,0
31064,M_ID_4584159d49,0
31065,M_ID_4584913026,2
31066,M_ID_4586b78a2a,19
31067,M_ID_4587c9030d,17
31068,M_ID_4587e90795,15
31069,M_ID_4589102dd0,12
31070,M_ID_45892269a3,12
31071,M_ID_458981baba,17
31072,M_ID_458b1737e0,16
31073,M_ID_458bd85ded,15
31074,M_ID_458d283c6c,13
31075,M_ID_458dbbdc3e,17
31076,M_ID_458ed5e685,1
31077,M_ID_45905ca260,6
31078,M_ID_45938c9c3d,13
31079,M_ID_4593de7309,17
31080,M_ID_4594f7350e,8
31081,M_ID_459500501a,8
31082,M_ID_4595dbf7cd,14
31083,M_ID_4596978989,17
31084,M_ID_4596b6c48c,19
31085,M_ID_459782cd1a,2
31086,M_ID_4598cf40a1,9
31087,M_ID_4599ba5d2b,8
31088,M_ID_459ace7d4b,14
31089,M_ID_459ae22524,9
31090,M_ID_459c378ca1,11
31091,M_ID_459cad32fe,8
31092,M_ID_459d253ace,14
31093,M_ID_459d4bb98a,13
31094,M_ID_459d4eec81,1
31095,M_ID_459e4d9c34,11
31096,M_ID_459ebdcd52,19
31097,M_ID_459fe4ba55,0
31098,M_ID_45a0741aed,2
31099,M_ID_45a29083ac,13
31100,M_ID_45a5148b59,11
31101,M_ID_45a6527403,15
31102,M_ID_45a723867d,13
31103,M_ID_45a84ce52b,8
31104,M_ID_45a887eae5,11
31105,M_ID_45a9c0b623,13
31106,M_ID_45aa380562,1
31107,M_ID_45aafb5ff9,11
31108,M_ID_45abf49cc3,17
31109,M_ID_45ac40df6f,13
31110,M_ID_45ac74b9e8,8
31111,M_ID_45acb9f7cd,2
31112,M_ID_45adf6f5d5,1
31113,M_ID_45ae4b3ed3,15
31114,M_ID_45ae69389f,1
31115,M_ID_45af6d4a19,2
31116,M_ID_45b10fcd47,17
31117,M_ID_45b23538cb,8
31118,M_ID_45b57dca8f,1
31119,M_ID_45b5def901,12
31120,M_ID_45b822720d,0
31121,M_ID_45b8b731ed,8
31122,M_ID_45b8c846fc,10
31123,M_ID_45b8f09699,1
31124,M_ID_45b974356a,0
31125,M_ID_45b9d697d0,15
31126,M_ID_45badba7ca,15
31127,M_ID_45bf68c599,11
31128,M_ID_45bfaf18d3,12
31129,M_ID_45c0a8af46,10
31130,M_ID_45c10a559f,2
31131,M_ID_45c1bed788,1
31132,M_ID_45c21d8e59,0
31133,M_ID_45c26f0169,15
31134,M_ID_45c2913b97,1
31135,M_ID_45c2de9ebe,1
31136,M_ID_45c30e110a,13
31137,M_ID_45c3922842,8
31138,M_ID_45c3d34d88,8
31139,M_ID_45c4a92971,1
31140,M_ID_45c501de03,1
31141,M_ID_45c52b9bf4,13
31142,M_ID_45c5496c03,1
31143,M_ID_45c5d9bd0e,0
31144,M_ID_45c70efb27,19
31145,M_ID_45c72241ee,2
31146,M_ID_45c91085fa,11
31147,M_ID_45ca405256,9
31148,M_ID_45cb44c6be,2
31149,M_ID_45cb8e3f83,0
31150,M_ID_45cda94a6f,13
31151,M_ID_45ce423a91,13
31152,M_ID_45ce8cddbe,0
31153,M_ID_45cee13e51,15
31154,M_ID_45ceec22cd,11
31155,M_ID_45cf032da6,16
31156,M_ID_45d00c0d5f,14
31157,M_ID_45d1beee10,19
31158,M_ID_45d2bccc1d,17
31159,M_ID_45d4da3873,11
31160,M_ID_45d5cc60fa,8
31161,M_ID_45d5f997cf,15
31162,M_ID_45d65a324b,17
31163,M_ID_45d76b5bef,11
31164,M_ID_45d7ffcb0f,10
31165,M_ID_45d8443c1f,16
31166,M_ID_45d9f71afb,12
31167,M_ID_45da4cc899,1
31168,M_ID_45daaa8f89,14
31169,M_ID_45daae2027,8
31170,M_ID_45dbea87cf,17
31171,M_ID_45dc53bc4e,11
31172,M_ID_45ddf90e86,19
31173,M_ID_45de085ffd,19
31174,M_ID_45dfa64ba0,17
31175,M_ID_45e0428325,5
31176,M_ID_45e06f17ab,17
31177,M_ID_45e080e212,13
31178,M_ID_45e0983edc,1
31179,M_ID_45e0fbad7e,13
31180,M_ID_45e280342f,11
31181,M_ID_45e37ac7dd,0
31182,M_ID_45e3d0fd34,1
31183,M_ID_45e4122518,13
31184,M_ID_45e41ff813,2
31185,M_ID_45e464db92,17
31186,M_ID_45e589dac8,15
31187,M_ID_45e5b7ee55,20
31188,M_ID_45e67da439,13
31189,M_ID_45e73c43be,8
31190,M_ID_45e84f9971,1
31191,M_ID_45e90f07dd,8
31192,M_ID_45e9c8348a,8
31193,M_ID_45ea615387,19
31194,M_ID_45eb259db0,0
31195,M_ID_45eb5e1c67,13
31196,M_ID_45eb6d4099,19
31197,M_ID_45eba09591,13
31198,M_ID_45ebc5fe38,17
31199,M_ID_45ed06c211,15
31200,M_ID_45ed4cc851,9
31201,M_ID_45ee22a4b5,15
31202,M_ID_45ee2a4522,1
31203,M_ID_45ef1e4f6a,16
31204,M_ID_45f017a57f,13
31205,M_ID_45f0d15993,16
31206,M_ID_45f1c1c05e,14
31207,M_ID_45f3255c5d,2
31208,M_ID_45f32a5679,1
31209,M_ID_45f4d27b05,1
31210,M_ID_45f6120e85,6
31211,M_ID_45f61fd630,0
31212,M_ID_45fa4f8d73,9
31213,M_ID_45fad71812,10
31214,M_ID_45fce21deb,2
31215,M_ID_45fce43424,8
31216,M_ID_45fd0946c4,13
31217,M_ID_45fdb25e00,15
31218,M_ID_45fe706729,9
31219,M_ID_45feb3f31a,8
31220,M_ID_45fef579a3,11
31221,M_ID_45ff64e946,9
31222,M_ID_45ff739639,13
31223,M_ID_45ffad1868,13
31224,M_ID_46001b7f8d,9
31225,M_ID_4600d489b2,8
31226,M_ID_46046c5cd5,10
31227,M_ID_46054c7076,0
31228,M_ID_46063b928c,8
31229,M_ID_46072d4857,17
31230,M_ID_4607f85368,2
31231,M_ID_46093d3814,9
31232,M_ID_460955cb9f,15
31233,M_ID_46099d4f37,1
31234,M_ID_4609a83233,8
31235,M_ID_460a948204,15
31236,M_ID_460acc143e,0
31237,M_ID_460c608d05,0
31238,M_ID_461040a57c,8
31239,M_ID_4611146b35,1
31240,M_ID_4611818074,16
31241,M_ID_4612acd690,13
31242,M_ID_4612b0ce82,2
31243,M_ID_46133b2748,13
31244,M_ID_46139ae483,8
31245,M_ID_46162fe346,17
31246,M_ID_4616311ad2,1
31247,M_ID_46168dad3a,2
31248,M_ID_46176c111d,15
31249,M_ID_461777e1da,14
31250,M_ID_461868aca1,11
31251,M_ID_4618fccf29,15
31252,M_ID_4619aa06d9,0
31253,M_ID_461b72b68e,9
31254,M_ID_461b73a3bd,8
31255,M_ID_461bc36c43,21
31256,M_ID_461bcedf91,17
31257,M_ID_461d25b868,17
31258,M_ID_461d74ed3b,13
31259,M_ID_461f1450fb,11
31260,M_ID_461f91fd97,15
31261,M_ID_46206ba8ed,11
31262,M_ID_4620d7b3e4,2
31263,M_ID_462271a0c1,2
31264,M_ID_46238d1706,17
31265,M_ID_4625ee5175,8
31266,M_ID_46267fa8be,0
31267,M_ID_4627affe05,15
31268,M_ID_46297979f9,14
31269,M_ID_4629f12e88,0
31270,M_ID_462a7bef43,11
31271,M_ID_462a86c88f,15
31272,M_ID_462c44d899,8
31273,M_ID_462df5a39d,11
31274,M_ID_462ea258bc,2
31275,M_ID_462ed44479,13
31276,M_ID_462ef8116a,15
31277,M_ID_462fa4997f,11
31278,M_ID_462fac3597,15
31279,M_ID_463078dd8a,5
31280,M_ID_4632b7ceb6,0
31281,M_ID_463332c8b8,2
31282,M_ID_46339a988a,14
31283,M_ID_4635109c52,1
31284,M_ID_463512511e,12
31285,M_ID_4635358c98,11
31286,M_ID_4635824091,19
31287,M_ID_4636ba715b,13
31288,M_ID_4636e15ae8,2
31289,M_ID_463755742f,15
31290,M_ID_4637a5d813,0
31291,M_ID_46383ce02d,8
31292,M_ID_46385bd8cf,13
31293,M_ID_463b22e8a8,12
31294,M_ID_463b8cdef9,1
31295,M_ID_463ce2176b,12
31296,M_ID_463ce46d59,2
31297,M_ID_463d52bba2,17
31298,M_ID_463dff56e1,0
31299,M_ID_4640375289,19
31300,M_ID_46425df95e,1
31301,M_ID_4643854edc,1
31302,M_ID_4643c318d9,11
31303,M_ID_4644eb1d3a,14
31304,M_ID_4644f901a4,19
31305,M_ID_4646c0dbad,15
31306,M_ID_4647abcd6b,6
31307,M_ID_4648989c9f,13
31308,M_ID_464aef0a68,0
31309,M_ID_464af1a140,1
31310,M_ID_464ba10375,13
31311,M_ID_464c53ae54,15
31312,M_ID_464d714c4c,10
31313,M_ID_464e8f7ea6,11
31314,M_ID_464ec64edc,2
31315,M_ID_464fce4786,14
31316,M_ID_4650f7cadf,13
31317,M_ID_4652da714e,13
31318,M_ID_4652fe37b1,12
31319,M_ID_46534664f2,16
31320,M_ID_4656d7bba3,11
31321,M_ID_46585b8db7,8
31322,M_ID_46598c844a,15
31323,M_ID_4659ea7d80,11
31324,M_ID_465a514f8a,17
31325,M_ID_465c86c44d,13
31326,M_ID_465ce56586,11
31327,M_ID_465d53f3ff,1
31328,M_ID_465dbb2ad8,13
31329,M_ID_465e1789f6,12
31330,M_ID_465f6d2339,17
31331,M_ID_465fb53731,1
31332,M_ID_466051002f,12
31333,M_ID_4660e6c0e6,10
31334,M_ID_4661a9d017,6
31335,M_ID_4661dedb43,0
31336,M_ID_4662cfef21,1
31337,M_ID_46636d204d,19
31338,M_ID_4664aa1d92,6
31339,M_ID_4665828735,17
31340,M_ID_466583a27a,1
31341,M_ID_46659896bb,11
31342,M_ID_4666311189,15
31343,M_ID_46665fdde2,11
31344,M_ID_4666bbb910,11
31345,M_ID_4667ccaf01,0
31346,M_ID_466840a009,17
31347,M_ID_466843bbd2,1
31348,M_ID_466992dc73,2
31349,M_ID_4669931564,9
31350,M_ID_466ae60d99,1
31351,M_ID_466b46c1da,15
31352,M_ID_466b8d5d49,17
31353,M_ID_466c095ed6,14
31354,M_ID_466dbad50a,13
31355,M_ID_466e05e0b3,15
31356,M_ID_4671b7a16c,20
31357,M_ID_4674c947d1,1
31358,M_ID_4674d62d3e,9
31359,M_ID_46750abbbb,2
31360,M_ID_46751e9713,9
31361,M_ID_4677c04851,8
